country_short;website;fax_stg;group;name;twitter;url;country;image;email;group_short;facebook;party;id;fax_bxl;score
de;http://www.peter-jahr.de/;33388179195;Group of the European People's Party (Christian Democrats);Peter JAHR;;http://www.europarl.europa.eu/meps/en/96772/PETER_JAHR_home.html;Germany;http://www.europarl.europa.eu/mepphoto/96772.jpg;peter.jahr@europarl.europa.eu;epp;https://www.facebook.com/pages/Peter-Jahr/150399091652977;Christlich Demokratische Union Deutschlands;96772;3222849195;0.8
fr;;33388179252;Non-attached Members;Jean-François JALKH;;http://www.europarl.europa.eu/meps/en/124770/JEAN-FRANCOIS_JALKH_home.html;France;http://www.europarl.europa.eu/mepphoto/124770.jpg;jean-francois.jalkh@europarl.europa.eu;ni;;Front national;124770;3222849252;0.1
nl;http://www.arabistjansen.nl/;33388179922;Non-attached Members;Hans JANSEN;;http://www.europarl.europa.eu/meps/en/125029/HANS_JANSEN_home.html;Netherlands;http://www.europarl.europa.eu/mepphoto/125029.jpg;hans.jansen@europarl.europa.eu;ni;;Partij voor de Vrijheid;125029;3222849922;0.1
es;;33388179582;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Ramón JÁUREGUI ATONDO;;http://www.europarl.europa.eu/meps/en/97078/RAMON_JAUREGUI+ATONDO_home.html;Spain;http://www.europarl.europa.eu/mepphoto/97078.jpg;ramon.jaureguiatondo@europarl.europa.eu;sd;;Partido Socialista Obrero Español;97078;3222849582;0.3
es;;33388179628;Confederal Group of the European United Left - Nordic Green Left;Josu JUARISTI ABAUNZ;;http://www.europarl.europa.eu/meps/en/125051/JOSU_JUARISTI+ABAUNZ_home.html;Spain;http://www.europarl.europa.eu/mepphoto/125051.jpg;josu.juaristi@europarl.europa.eu;guengl;;EH BILDU;125051;3222849628;0.2
pl;http://www.kalinowski.pl/;33388179203;Group of the European People's Party (Christian Democrats);Jaros_aw KALINOWSKI;;http://www.europarl.europa.eu/meps/en/96771/JAROSLAW_KALINOWSKI_home.html;Poland;http://www.europarl.europa.eu/mepphoto/96771.jpg;jaroslaw.kalinowski@europarl.europa.eu;epp;https://www.facebook.com/pages/Jaros%C5%82aw-Kalinowski/150155298350245;Polskie Stronnictwo Ludowe;96771;3222849203;0.8
de;http://kammerevert.eu;33388179554;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Petra KAMMEREVERT;;http://www.europarl.europa.eu/meps/en/96837/PETRA_KAMMEREVERT_home.html;Germany;http://www.europarl.europa.eu/mepphoto/96837.jpg;petra.kammerevert@europarl.europa.eu;sd;;Sozialdemokratische Partei Deutschlands;96837;3222849554;0.3
at;;33388179576;Non-attached Members;Barbara KAPPEL;;http://www.europarl.europa.eu/meps/en/125024/BARBARA_KAPPEL_home.html;Austria;http://www.europarl.europa.eu/mepphoto/125024.jpg;barbara.kappel@europarl.europa.eu;ni;;Freiheitliche Partei Österreichs;125024;3222849576;0.1
dk;;33388179821;European Conservatives and Reformists Group;Rikke KARLSSON;;http://www.europarl.europa.eu/meps/en/124876/RIKKE_KARLSSON_home.html;Denmark;http://www.europarl.europa.eu/mepphoto/124876.jpg;rikke.karlsson@europarl.europa.eu;ecr;;Dansk Folkeparti;124876;3222849821;0.1
pl;;33388179663;European Conservatives and Reformists Group;Karol KARSKI;;http://www.europarl.europa.eu/meps/en/124887/KAROL_KARSKI_home.html;Poland;http://www.europarl.europa.eu/mepphoto/124887.jpg;karol.karski@europarl.europa.eu;ecr;;Prawo i Sprawiedliwo__;124887;3222849663;0.1
ee;http://www.kelam.ee/;33388179279;Group of the European People's Party (Christian Democrats);Tunne KELAM;;http://www.europarl.europa.eu/meps/en/28424/TUNNE_KELAM_home.html;Estonia;http://www.europarl.europa.eu/mepphoto/28424.jpg;tunne.kelam@europarl.europa.eu;epp;https://www.facebook.com/pages/Tunne-Kelam/140882062604122?fref=ts;Erakond Isamaa ja Res Publica Liit;28424;3222849279;0.8
cz;;33388179425;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Jan KELLER;;http://www.europarl.europa.eu/meps/en/124695/JAN_KELLER_home.html;Czech Republic;http://www.europarl.europa.eu/mepphoto/124695.jpg;jan.keller@europarl.europa.eu;sd;;_eská strana sociáln_ demokratická;124695;3222849425;0.3
de;http://www.europaabgeordneter.de/wop/;33388179761;Group of the European People's Party (Christian Democrats);Dieter-Lebrecht KOCH;;http://www.europarl.europa.eu/meps/en/1852/DIETER-LEBRECHT_KOCH_home.html;Germany;http://www.europarl.europa.eu/mepphoto/1852.jpg;dieter-lebrecht.koch@europarl.europa.eu;epp;https://www.facebook.com/europaabgeordneter;Christlich Demokratische Union Deutschlands;1852;3222849761;0.8
de;;33388179701;European Conservatives and Reformists Group;Bernd KÖLMEL;;http://www.europarl.europa.eu/meps/en/124824/BERND_KOLMEL_home.html;Germany;http://www.europarl.europa.eu/mepphoto/124824.jpg;bernd.koelmel@europarl.europa.eu;ecr;;Alternative für Deutschland;124824;3222849701;0.1
de;;33388179607;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Dietmar KÖSTER;;http://www.europarl.europa.eu/meps/en/124822/DIETMAR_KOSTER_home.html;Germany;http://www.europarl.europa.eu/mepphoto/124822.jpg;dietmar.koester@europarl.europa.eu;sd;;Sozialdemokratische Partei Deutschlands;124822;3222849607;0.3
gr;;;Confederal Group of the European United Left - Nordic Green Left;Stelios KOULOGLOU;;http://www.europarl.europa.eu/meps/en/130833/STELIOS_KOULOGLOU_home.html;Greece;http://www.europarl.europa.eu/mepphoto/130833.jpg;stelios.kouloglou@europarl.europa.eu;guengl;;Coalition of the Radical Left;130833;3222849535;0.2
hu;http://www.kovacsbela.eu;33388179789;Non-attached Members;Béla KOVÁCS;;http://www.europarl.europa.eu/meps/en/102887/BELA_KOVACS_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/102887.jpg;bela.kovacs@europarl.europa.eu;ni;;Jobbik Magyarországért Mozgalom;102887;3222849789;0.1
gr;;33388179891;Confederal Group of the European United Left - Nordic Green Left;Kostadinka KUNEVA;;http://www.europarl.europa.eu/meps/en/125092/KOSTADINKA_KUNEVA_home.html;Greece;http://www.europarl.europa.eu/mepphoto/125092.jpg;kostadinka.kuneva@europarl.europa.eu;guengl;;Coalition of the Radical Left;125092;3222849891;0.2
fi;;33388179543;Confederal Group of the European United Left - Nordic Green Left;Merja KYLLÖNEN;;http://www.europarl.europa.eu/meps/en/124736/MERJA_KYLLONEN_home.html;Finland;http://www.europarl.europa.eu/mepphoto/124736.jpg;merja.kyllonen@europarl.europa.eu;guengl;;Vasemmistoliitto;124736;3222849543;0.2
gr;http://mkyrkos.com/;33388179489;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Miltiadis KYRKOS;;http://www.europarl.europa.eu/meps/en/125113/MILTIADIS_KYRKOS_home.html;Greece;http://www.europarl.europa.eu/mepphoto/125113.jpg;miltiadis.kyrkos@europarl.europa.eu;sd;;The River;125113;3222849489;0.3
ee;;33388179474;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Marju LAURISTIN;;http://www.europarl.europa.eu/meps/en/124698/MARJU_LAURISTIN_home.html;Estonia;http://www.europarl.europa.eu/mepphoto/124698.jpg;marju.lauristin@europarl.europa.eu;sd;;Sotsiaaldemokraatlik Erakond;124698;3222849474;0.3
pl;http://www.rlegutko.pl;33388179722;European Conservatives and Reformists Group;Ryszard Antoni LEGUTKO;;http://www.europarl.europa.eu/meps/en/96796/RYSZARD+ANTONI_LEGUTKO_home.html;Poland;http://www.europarl.europa.eu/mepphoto/96796.jpg;ryszardantoni.legutko@europarl.europa.eu;ecr;;Prawo i Sprawiedliwo__;96796;3222849722;0.1
gb;;33388179598;European Conservatives and Reformists Group;Andrew LEWER;;http://www.europarl.europa.eu/meps/en/124943/ANDREW_LEWER_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124943.jpg;andrew.lewer@europarl.europa.eu;ecr;;Conservative Party;124943;3222849598;0.1
de;http://www.norbert-lins.de/;33388179819;Group of the European People's Party (Christian Democrats);Norbert LINS;;http://www.europarl.europa.eu/meps/en/124808/NORBERT_LINS_home.html;Germany;http://www.europarl.europa.eu/mepphoto/124808.jpg;norbert.lins@europarl.europa.eu;epp;https://www.facebook.com/Norbert.Lins.EU;Christlich Demokratische Union Deutschlands;124808;3222849819;0.8
fr;;33388179227;Non-attached Members;Philippe LOISEAU;;http://www.europarl.europa.eu/meps/en/125684/PHILIPPE_LOISEAU_home.html;France;http://www.europarl.europa.eu/mepphoto/125684.jpg;philippe.loiseau@europarl.europa.eu;ni;;Front national;125684;3222849227;0.1
be;;33388179718;European Conservatives and Reformists Group;Sander LOONES;;http://www.europarl.europa.eu/meps/en/128717/SANDER_LOONES_home.html;Belgium;http://www.europarl.europa.eu/mepphoto/128717.jpg;sander.loones@europarl.europa.eu;ecr;;Nieuw-Vlaamse Alliantie;128717;3222849718;0.1
es;;33388179223;Group of the European People's Party (Christian Democrats);Verónica LOPE FONTAGNÉ;;http://www.europarl.europa.eu/meps/en/96765/VERONICA_LOPE+FONTAGNE_home.html;Spain;http://www.europarl.europa.eu/mepphoto/96765.jpg;veronica.lopefontagne@europarl.europa.eu;epp;https://www.facebook.com/pages/Ver%C3%B3nica-Lope-Fontagne/188452114699050?fref=ts;Partido Popular;96765;3222849223;0.8
de;;33388179894;Confederal Group of the European United Left - Nordic Green Left;Sabine LÖSING;;http://www.europarl.europa.eu/meps/en/96854/SABINE_LOSING_home.html;Germany;http://www.europarl.europa.eu/mepphoto/96854.jpg;sabine.loesing@europarl.europa.eu;guengl;http://www.facebook.com/profile.php?id=100001564882819;DIE LINKE.;96854;3222849894;0.2
pl;http://www.lukacijewska.pl/;33388179329;Group of the European People's Party (Christian Democrats);El_bieta Katarzyna _UKACIJEWSKA;;http://www.europarl.europa.eu/meps/en/96791/ELZBIETA+KATARZYNA_LUKACIJEWSKA_home.html;Poland;http://www.europarl.europa.eu/mepphoto/96791.jpg;elzbieta.lukacijewska@europarl.europa.eu;epp;https://www.facebook.com/lukacijewska;Platforma Obywatelska;96791;3222849329;0.8
se;;33388179673;Europe of Freedom and Direct Democracy Group;Peter LUNDGREN;;http://www.europarl.europa.eu/meps/en/124996/PETER_LUNDGREN_home.html;Sweden;http://www.europarl.europa.eu/mepphoto/124996.jpg;peter.lundgren@europarl.europa.eu;efd;;Sverigedemokraterna;124996;3222849673;0.1
nl;;33388179814;Non-attached Members;Vicky MAEIJER;;http://www.europarl.europa.eu/meps/en/97513/VICKY_MAEIJER_home.html;Netherlands;http://www.europarl.europa.eu/mepphoto/97513.jpg;vicky.maeijer@europarl.europa.eu;ni;;Partij voor de Vrijheid;97513;3222849814;0.1
bg;http://smalinov.eu/;33388179490;Group of the European People's Party (Christian Democrats);Svetoslav Hristov MALINOV;;http://www.europarl.europa.eu/meps/en/111027/SVETOSLAV+HRISTOV_MALINOV_home.html;Bulgaria;http://www.europarl.europa.eu/mepphoto/111027.jpg;svetoslav.malinov@europarl.europa.eu;epp;http://www.facebook.com/pages/Svetoslav-Malinov/200371339998210;Democrats for Strong Bulgaria;111027;3222849490;0.8
lv;;33388179373;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Andrejs MAMIKINS;;http://www.europarl.europa.eu/meps/en/124746/ANDREJS_MAMIKINS_home.html;Latvia;http://www.europarl.europa.eu/mepphoto/124746.jpg;andrejs.mamikins@europarl.europa.eu;sd;;"""Saska_a"" soci_ldemokr_tisk_ partija";124746;3222849373;0.3
ro;http://www.ramonamanescu.ro/;33388179439;Group of the European People's Party (Christian Democrats);Ramona Nicole M_NESCU;;http://www.europarl.europa.eu/meps/en/39717/RAMONA+NICOLE_MANESCU_home.html;Romania;http://www.europarl.europa.eu/mepphoto/39717.jpg;ramonanicole.manescu@europarl.europa.eu;epp;http://www.facebook.com/ramona.manescu;Partidul Na_ional Liberal;39717;3222849439;0.8
sk;http://www.europoslanec.sk;33388179449;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Vladimír MA_KA;;http://www.europarl.europa.eu/meps/en/28192/VLADIMIR_MANKA_home.html;Slovakia;http://www.europarl.europa.eu/mepphoto/28192.jpg;vladimir.manka@europarl.europa.eu;sd;https://www.facebook.com/vladomanka;SMER-Sociálna demokracia;28192;3222849449;0.3
de;http://www.mann-europa.de/;33388179318;Group of the European People's Party (Christian Democrats);Thomas MANN;;http://www.europarl.europa.eu/meps/en/1922/THOMAS_MANN_home.html;Germany;http://www.europarl.europa.eu/mepphoto/1922.jpg;thomas.mann@europarl.europa.eu;epp;https://www.facebook.com/thomas.mann.europa;Christlich Demokratische Union Deutschlands;1922;3222849318;0.8
fr;;33388179228;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Louis-Joseph MANSCOUR;;http://www.europarl.europa.eu/meps/en/124725/LOUIS-JOSEPH_MANSCOUR_home.html;France;http://www.europarl.europa.eu/mepphoto/124725.jpg;louis-joseph.manscour@europarl.europa.eu;sd;;Parti socialiste;124725;3222849228;0.3
fr;http://www.dominique-martin.info/;33388179402;Non-attached Members;Dominique MARTIN;;http://www.europarl.europa.eu/meps/en/124751/DOMINIQUE_MARTIN_home.html;France;http://www.europarl.europa.eu/mepphoto/124751.jpg;dominique.martin@europarl.europa.eu;ni;;Front national;124751;3222849402;0.1
pl;;33388179368;Non-attached Members;Micha_ MARUSIK;;http://www.europarl.europa.eu/meps/en/124894/MICHAL_MARUSIK_home.html;Poland;http://www.europarl.europa.eu/mepphoto/124894.jpg;michal.marusik@europarl.europa.eu;ni;;Kongres Nowej Prawicy;124894;3222849368;0.1
cz;;33388179905;Confederal Group of the European United Left - Nordic Green Left;Ji_í MA_TÁLKA;;http://www.europarl.europa.eu/meps/en/23704/JIRI_MASTALKA_home.html;Czech Republic;http://www.europarl.europa.eu/mepphoto/23704.jpg;jiri.mastalka@europarl.europa.eu;guengl;;Komunistická strana _ech a Moravy;23704;3222849905;0.2
cy;;33388179648;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Costas MAVRIDES;;http://www.europarl.europa.eu/meps/en/124691/COSTAS_MAVRIDES_home.html;Cyprus;http://www.europarl.europa.eu/mepphoto/124691.jpg;costas.mavrides@europarl.europa.eu;sd;;Democratic Party;124691;3222849648;0.3
at;;33388179277;Non-attached Members;Georg MAYER;;http://www.europarl.europa.eu/meps/en/38511/GEORG_MAYER_home.html;Austria;http://www.europarl.europa.eu/mepphoto/38511.jpg;georg.mayer@europarl.europa.eu;ni;;Freiheitliche Partei Österreichs;38511;3222849277;0.1
lt;;33388179255;Europe of Freedom and Direct Democracy Group;Valentinas MAZURONIS;;http://www.europarl.europa.eu/meps/en/124768/VALENTINAS_MAZURONIS_home.html;Lithuania;http://www.europarl.europa.eu/mepphoto/124768.jpg;valentinas.mazuronis@europarl.europa.eu;efd;;Partija Tvarka ir teisingumas;124768;3222849255;0.1
de;;33388179183;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Susanne MELIOR;;http://www.europarl.europa.eu/meps/en/124838/SUSANNE_MELIOR_home.html;Germany;http://www.europarl.europa.eu/mepphoto/124838.jpg;susanne.melior@europarl.europa.eu;sd;;Sozialdemokratische Partei Deutschlands;124838;3222849183;0.3
be;;33388179532;Group of the Alliance of Liberals and Democrats for Europe;Louis MICHEL;;http://www.europarl.europa.eu/meps/en/96670/LOUIS_MICHEL_home.html;Belgium;http://www.europarl.europa.eu/mepphoto/96670.jpg;louis.michel@europarl.europa.eu;aldeadle;https://www.facebook.com/pages/Louis-MICHEL/59334014584;Mouvement Réformateur;96670;3222849532;0.3
de;http://www.martina-michels.de;33388179834;Confederal Group of the European United Left - Nordic Green Left;Martina MICHELS;;http://www.europarl.europa.eu/meps/en/120478/MARTINA_MICHELS_home.html;Germany;http://www.europarl.europa.eu/mepphoto/120478.jpg;martina.michels@europarl.europa.eu;guengl;;DIE LINKE.;120478;3222849834;0.2
bg;;33388179858;Group of the Alliance of Liberals and Democrats for Europe;Iskra MIHAYLOVA;;http://www.europarl.europa.eu/meps/en/125128/ISKRA_MIHAYLOVA_home.html;Bulgaria;http://www.europarl.europa.eu/mepphoto/125128.jpg;iskra.mihaylova@europarl.europa.eu;aldeadle;;Movement for Rights and Freedoms;125128;3222849858;0.3
es;;33388179430;Group of the European People's Party (Christian Democrats);Francisco José MILLÁN MON;;http://www.europarl.europa.eu/meps/en/28400/FRANCISCO+JOSE_MILLAN+MON_home.html;Spain;http://www.europarl.europa.eu/mepphoto/28400.jpg;francisco.millanmon@europarl.europa.eu;epp;https://www.facebook.com/pages/Francisco-Jos%C3%A9-Mill%C3%A1n-Mon/217632334939248?fref=ts;Partido Popular;28400;3222849430;0.8
it;;33388179171;Europe of Freedom and Direct Democracy Group;Giulia MOI;;http://www.europarl.europa.eu/meps/en/124859/GIULIA_MOI_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124859.jpg;giulia.moi@europarl.europa.eu;efd;;Movimento 5 Stelle;124859;3222849171;0.1
ro;;33388179705;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Sorin MOIS_;;http://www.europarl.europa.eu/meps/en/124789/SORIN_MOISA_home.html;Romania;http://www.europarl.europa.eu/mepphoto/124789.jpg;sorin.moisa@europarl.europa.eu;sd;;Partidul Social Democrat;124789;3222849705;0.3
hu;;33388179571;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Csaba MOLNÁR;;http://www.europarl.europa.eu/meps/en/124722/CSABA_MOLNAR_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/124722.jpg;csaba.molnar@europarl.europa.eu;sd;;Demokratikus Koalíció;124722;3222849571;0.3
fr;http://bildemonteleurope.blogspot.fr/;33388179126;Non-attached Members;Sophie MONTEL;;http://www.europarl.europa.eu/meps/en/124769/SOPHIE_MONTEL_home.html;France;http://www.europarl.europa.eu/mepphoto/124769.jpg;sophie.montel@europarl.europa.eu;ni;;Front national;124769;3222849126;0.1
it;;33388179645;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Luigi MORGANO;;http://www.europarl.europa.eu/meps/en/124788/LUIGI_MORGANO_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124788.jpg;luigi.morgano@europarl.europa.eu;sd;;Partito Democratico;124788;3222849645;0.3
hu;http://www.morvaikrisztina.hu;33388179786;Non-attached Members;Krisztina MORVAI;;http://www.europarl.europa.eu/meps/en/96661/KRISZTINA_MORVAI_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/96661.jpg;krisztina.morvai@europarl.europa.eu;ni;http://www.facebook.com/pages/Morvai-Krisztina/282077899700?sk=wall;Jobbik Magyarországért Mozgalom;96661;3222849786;0.1
sk;http://www.nagyjozsef.sk/;33388179212;Group of the European People's Party (Christian Democrats);József NAGY;;http://www.europarl.europa.eu/meps/en/124926/JOZSEF_NAGY_home.html;Slovakia;http://www.europarl.europa.eu/mepphoto/124926.jpg;jozsef.nagy@europarl.europa.eu;epp;https://www.facebook.com/pages/Nagy-J%C3%B3zsef/128401833854581;MOST - HÍD;124926;3222849212;0.8
de;;33388179892;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Norbert NEUSER;;http://www.europarl.europa.eu/meps/en/96844/NORBERT_NEUSER_home.html;Germany;http://www.europarl.europa.eu/mepphoto/96844.jpg;norbert.neuser@europarl.europa.eu;sd;http://www.facebook.com/profile.php?id=1647505218;Sozialdemokratische Partei Deutschlands;96844;3222849892;0.3
